name,timestamp
Nicc,2023-05-01 14:05:22.641568
chane,2023-05-01 14:06:13.767426
chane,2023-05-01 14:07:49.154660
Nicc,2023-05-01 14:29:08.364456
Nicc,2023-05-01 15:42:52.483609
Nicc,2023-05-01 15:43:30.941303
Nicc,2023-05-01 15:50:00.154898
Nicc,2023-05-01 15:51:13.592272
Nicc,2023-05-01 15:55:24.971722
Nicc,2023-05-01 22:30:28.952792
